Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_time,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,intentional_duplicate (run),LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,source_name,SRA Study,tissue
SRR13520870,RNA-Seq,assembly,283,7195292250,PRJNA694629,SAMN17528432,1347811546,GEO,50 Days After Anthesis (DAA),public,"sra,bam,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931843,GSM5033763,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:20:00Z,1,GSM5033763,Domesticated variety,California Wonder,SRP303149,Whole fruit
SRR13520871,RNA-Seq,assembly,283,7597042800,PRJNA694629,SAMN17528431,1410569354,GEO,50 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9931844,GSM5033764,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:27:00Z,1,GSM5033764,Domesticated variety,California Wonder,SRP303149,Whole fruit
SRR13520872,RNA-Seq,assembly,283,7414003650,PRJNA694629,SAMN17528430,1357624050,GEO,60 Days After Anthesis (DAA),public,"bam,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931845,GSM5033765,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033765,Domesticated variety,California Wonder,SRP303149,Whole fruit
SRR13520873,RNA-Seq,assembly,283,7137215550,PRJNA694629,SAMN17528429,1347782032,GEO,60 Days After Anthesis (DAA),public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931846,GSM5033766,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033766,Domesticated variety,California Wonder,SRP303149,Whole fruit
SRR13520874,RNA-Seq,assembly,283,5861349600,PRJNA694629,SAMN17528428,1233256312,GEO,70 Days After Anthesis (DAA),public,"sra,bam,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9931847,GSM5033767,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:32:00Z,1,GSM5033767,Domesticated variety,California Wonder,SRP303149,Whole fruit
SRR13520875,RNA-Seq,assembly,283,6247644150,PRJNA694629,SAMN17528427,1261175107,GEO,70 Days After Anthesis (DAA),public,"bam,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9931848,GSM5033768,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033768,Domesticated variety,California Wonder,SRP303149,Whole fruit
SRR13520876,RNA-Seq,assembly,281,10561398450,PRJNA694629,SAMN17528426,1706256217,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9931849,GSM5033769,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033769,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520877,RNA-Seq,assembly,280,6812505000,PRJNA694629,SAMN17528425,1413715345,GEO,0 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931850,GSM5033770,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:29:00Z,1,GSM5033770,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520878,RNA-Seq,assembly,280,7065853200,PRJNA694629,SAMN17528424,1396903290,GEO,10 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9931851,GSM5033771,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033771,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520879,RNA-Seq,assembly,277,9538542750,PRJNA694629,SAMN17528465,1762839348,GEO,20 Days After Anthesis (DAA),public,"run.zq,sra,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931852,GSM5033772,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:37:00Z,1,GSM5033772,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520880,RNA-Seq,assembly,279,6461967900,PRJNA694629,SAMN17528464,1346411711,GEO,20 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9931853,GSM5033773,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:11:00Z,1,GSM5033773,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520881,RNA-Seq,assembly,280,5339268600,PRJNA694629,SAMN17528463,1254519129,GEO,30 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9931854,GSM5033774,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:32:00Z,1,GSM5033774,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520882,RNA-Seq,assembly,280,6974879400,PRJNA694629,SAMN17528462,1405136015,GEO,30 Days After Anthesis (DAA),public,"sra,run.zq,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9931858,GSM5033775,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:30:00Z,1,GSM5033775,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520883,RNA-Seq,assembly,280,6148377000,PRJNA694629,SAMN17528461,1331828496,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931859,GSM5033776,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:27:00Z,1,GSM5033776,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520884,RNA-Seq,assembly,280,6960867450,PRJNA694629,SAMN17528460,1380061176,GEO,40 Days After Anthesis (DAA),public,"sra,run.zq,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931860,GSM5033777,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:20:00Z,1,GSM5033777,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520885,RNA-Seq,assembly,279,6388104000,PRJNA694629,SAMN17528459,1331794769,GEO,50 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931861,GSM5033778,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:10:00Z,1,GSM5033778,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520886,RNA-Seq,assembly,280,5837133150,PRJNA694629,SAMN17528458,1269887599,GEO,50 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9931862,GSM5033779,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033779,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520887,RNA-Seq,assembly,279,5272716450,PRJNA694629,SAMN17528457,1215249941,GEO,60 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931863,GSM5033780,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:10:00Z,1,GSM5033780,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520888,RNA-Seq,assembly,280,7690982700,PRJNA694629,SAMN17528456,1443983792,GEO,60 Days After Anthesis (DAA),public,"run.zq,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931864,GSM5033781,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:22:00Z,1,GSM5033781,F1 cross between Domesticated and Wild,F1 of cross QU x CM,SRP303149,Whole fruit
SRR13520889,RNA-Seq,assembly,276,5829424650,PRJNA694629,SAMN17528455,1375431211,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9931865,GSM5033782,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033782,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520890,RNA-Seq,assembly,278,7141609500,PRJNA694629,SAMN17528379,1408710661,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931866,GSM5033783,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:31:00Z,1,GSM5033783,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520891,RNA-Seq,assembly,278,6016616400,PRJNA694629,SAMN17528378,1319364011,GEO,10 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931867,GSM5033784,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033784,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520892,RNA-Seq,assembly,277,6747139500,PRJNA694629,SAMN17528377,1468731431,GEO,10 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931868,GSM5033785,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:47:00Z,1,GSM5033785,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520893,RNA-Seq,assembly,279,6161641500,PRJNA694629,SAMN17528376,1337573509,GEO,20 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931869,GSM5033786,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033786,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520894,RNA-Seq,assembly,279,6166571400,PRJNA694629,SAMN17528423,1284361409,GEO,20 Days After Anthesis (DAA),public,"run.zq,sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931870,GSM5033787,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:13:00Z,1,GSM5033787,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520895,RNA-Seq,assembly,278,6112328700,PRJNA694629,SAMN17528422,1338299105,GEO,30 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931871,GSM5033788,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:10:00Z,1,GSM5033788,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520896,RNA-Seq,assembly,279,6736032900,PRJNA694629,SAMN17528421,1399767733,GEO,30 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931872,GSM5033789,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:30:00Z,1,GSM5033789,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520897,RNA-Seq,assembly,278,6214888800,PRJNA694629,SAMN17528420,1340843497,GEO,40 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931873,GSM5033790,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:31:00Z,1,GSM5033790,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520898,RNA-Seq,assembly,278,5627296200,PRJNA694629,SAMN17528419,1263141122,GEO,40 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931874,GSM5033791,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033791,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520899,RNA-Seq,assembly,278,4889470950,PRJNA694629,SAMN17528418,1167402181,GEO,50 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931875,GSM5033792,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:15:00Z,1,GSM5033792,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520900,RNA-Seq,assembly,279,5527599300,PRJNA694629,SAMN17528417,1221519837,GEO,50 Days After Anthesis (DAA),public,"sra,run.zq,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931876,GSM5033793,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033793,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520901,RNA-Seq,assembly,276,6139635300,PRJNA694629,SAMN17528416,1337226419,GEO,60 Days After Anthesis (DAA),public,"sra,run.zq,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9931877,GSM5033794,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033794,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520902,RNA-Seq,assembly,277,6034930200,PRJNA694629,SAMN17528415,1298480561,GEO,60 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9931878,GSM5033795,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033795,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole fruit
SRR13520903,RNA-Seq,assembly,264,4314750300,PRJNA694629,SAMN17528414,1673916492,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931879,GSM5033796,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033796,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520904,RNA-Seq,assembly,266,4871930850,PRJNA694629,SAMN17528413,1750134541,GEO,0 Days After Anthesis (DAA),public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9931880,GSM5033797,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033797,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520905,RNA-Seq,assembly,266,4774540800,PRJNA694629,SAMN17528412,1759115352,GEO,10 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931881,GSM5033798,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033798,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520906,RNA-Seq,assembly,265,4373406300,PRJNA694629,SAMN17528411,1654205295,GEO,10 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9931882,GSM5033799,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033799,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520907,RNA-Seq,assembly,266,4758259800,PRJNA694629,SAMN17528410,1748102675,GEO,20 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931883,GSM5033800,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:13:00Z,1,GSM5033800,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520908,RNA-Seq,assembly,267,5265124950,PRJNA694629,SAMN17528409,1841596364,GEO,20 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931884,GSM5033801,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:13:00Z,1,GSM5033801,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520909,RNA-Seq,assembly,269,5244488400,PRJNA694629,SAMN17528408,1834995660,GEO,30 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931885,GSM5033802,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033802,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520910,RNA-Seq,assembly,265,4881164400,PRJNA694629,SAMN17528407,1777359120,GEO,30 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9931886,GSM5033803,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:11:00Z,1,GSM5033803,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520911,RNA-Seq,assembly,265,4685829450,PRJNA694629,SAMN17528406,1699610906,GEO,40 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9931887,GSM5033804,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:23:00Z,1,GSM5033804,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520912,RNA-Seq,assembly,265,5899766400,PRJNA694629,SAMN17528405,1924801838,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9931888,GSM5033805,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033805,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520913,RNA-Seq,assembly,262,5468904450,PRJNA694629,SAMN17528404,1857303781,GEO,50 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931889,GSM5033806,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033806,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520914,RNA-Seq,assembly,264,6254928750,PRJNA694629,SAMN17528403,2018708716,GEO,50 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931890,GSM5033807,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:15:00Z,1,GSM5033807,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520915,RNA-Seq,assembly,263,5029724700,PRJNA694629,SAMN17528443,1781914217,GEO,60 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931891,GSM5033808,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:08:00Z,1,GSM5033808,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520916,RNA-Seq,assembly,267,5432488500,PRJNA694629,SAMN17528311,1855237718,GEO,60 Days After Anthesis (DAA),public,"run.zq,sra,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9931892,GSM5033809,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033809,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole fruit
SRR13520917,RNA-Seq,assembly,284,5806713450,PRJNA694629,SAMN17528329,1240329962,GEO,0 Days After Anthesis (DAA),public,"bam,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9931893,GSM5033810,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:11:00Z,1,GSM5033810,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520918,RNA-Seq,assembly,286,5349926850,PRJNA694629,SAMN17528402,1193216540,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9931894,GSM5033811,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:12:00Z,1,GSM5033811,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520919,RNA-Seq,assembly,284,6240812700,PRJNA694629,SAMN17528401,1253828154,GEO,10 Days After Anthesis (DAA),public,"sra,bam,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931895,GSM5033812,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033812,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520920,RNA-Seq,assembly,285,5410106400,PRJNA694629,SAMN17528400,1201716588,GEO,10 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9931896,GSM5033813,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033813,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520921,RNA-Seq,assembly,284,6335890650,PRJNA694629,SAMN17528444,1276034814,GEO,20 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9931897,GSM5033814,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:26:00Z,1,GSM5033814,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520922,RNA-Seq,assembly,284,4414303950,PRJNA694629,SAMN17528328,1189859518,GEO,20 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931898,GSM5033815,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:22:00Z,1,GSM5033815,Domesticated variety,Zunla-1,SRP303149,Whole fruit
